predicates,submission_number
K981629,K210980
K202751,K211830
K183623,K211830
K203207,K212612
K170569,K212612
K192582,K212612
K190363,K212612
K192542,K212612
K063708,K212700
K121152,K212812
K212842,K212812
K100916,K212911
K212011,K212911
K202259,K213018
K051429,K213042
K201771,K213217
K190043,K220042
K160244,K220042
K153496,K220302
K983276,K220326
K190268,K220326
K122494,K220326
K220226,K220326
K183691,K220465
K182846,K220465
K172156,K220465
K142249,K220465
K172365,K220533
K220833,K220533
K172368,K220533
K130322,K220535
K113306,K220535
K113206,K220535
K210335,K220558
K180739,K220558
K220858,K220558
K191402,K220635
K160197,K220658
K180052,K220739
K180082,K220739
K213519,K220820
K120414,K220841
K213449,K220841
K193529,K220841
K210610,K220841
K111581,K220841
K080396,K220841
K121810,K220841
K111287,K220841
K130999,K220841
K163350,K220841
K172505,K220841
K163349,K220841
K120814,K220841
K218440,K220841
K213489,K220841
K213490,K220841
K211188,K220905
K193267,K220905
K211254,K220905
K220005,K220905
K199267,K220905
K211186,K220905
K211788,K220905
K120414,K221094
K213449,K221094
K210610,K221094
K030639,K221094
K013867,K221094
K073075,K221094
K121810,K221094
K183079,K221094
K072730,K221094
K994174,K221094
K013438,K221094
K130999,K221094
K112138,K221094
K945847,K221094
K994376,K221094
K163350,K221094
K982576,K221094
K980630,K221094
K111287,K221094
K093780,K221094
K122268,K221094
K192677,K221178
K170846,K221178
K142518,K221178
K151686,K221178
K100988,K221178
K162602,K221178
K100986,K221178
K180727,K221281
K212212,K221281
K191272,K221282
K181077,K221282
K181352,K221282
K203508,K221330
K202508,K221330
K210011,K221369
K181099,K221369
K121365,K221369
K122745,K221479
K113369,K221479
K936159,K221479
K173417,K221479
K140669,K221479
K113550,K221479
K212348,K221558
K190365,K221558
K163044,K221558
K094037,K221558
K004037,K221558
K221527,K221578
K193000,K221578
K193095,K221580
K190972,K221581
K202346,K221581
K213635,K221581
K191828,K221581
K080881,K221593
K072539,K221593
K203670,K221655
K081645,K221655
K162423,K221722
K131553,K221722
K181954,K221722
K182873,K221744
K192580,K221744
K202404,K221762
K192666,K222055
K192665,K222055
K171985,K222175
K142363,K222189
K161067,K222189
K202374,K222208
K183498,K222208
K163335,K222208
K213328,K222309
K222809,K222309
K180885,K222364
K192012,K222364
K163170,K222364
K222864,K222364
K220832,K222428
K210053,K222428
K210083,K222428
K161379,K222455
K211873,K222455
K211805,K222455
K183705,K222455
K191005,K222455
K141881,K222476
K203249,K222476
K210169,K222477
K200464,K222477
K181819,K222490
K103494,K222493
K132794,K222496
K142482,K222496
K132356,K222518
K141724,K222520
K212368,K222529
K203262,K222535
K132811,K222535
K222835,K222535
K192672,K222540
K140148,K222564
K132912,K222564
K092659,K222628
K180166,K222628
K180755,K222628
K201111,K222673
K100558,K222701
K191355,K222749
K212839,K222816
K212853,K222903
K211111,K222903
K200543,K222903
K200458,K222903
K211722,K222915
K172193,K222915
K172183,K222915
K192582,K222973
K172676,K222973
K220782,K222973
K211258,K222973
K211805,K222973
K220973,K222973
K192400,K223124
K152172,K223124
K213072,K223199
K202019,K223227
K202018,K223246
K221803,K223267
K213908,K223267
K151465,K223267
K213285,K223278
K211643,K221471
K162474,K221499
K211305,K221530
K203192,K221608
K101200,K221608
DEN190037,K221608
DEN170022,K221624
K170706,K201460
K180003,K221704
K203687,K221704
K190205,K221704
K180881,K221704
K163381,K221704
K161531,K221704
K201446,K221704
K052741,K211358
K161957,K211358
K200855,K221716
K200321,K211507
K170175,K221811
K080917,K221811
K191629,K221946
K202390,K221946
K202300,K221946
K072715,K212736
K091869,K212736
K102325,K212736
K191391,K222009
K202034,K222009
K970514,K222052
K032015,K222052
K220003,K222054
K023525,K212936
K192609,K222160
K172418,K213215
K190764,K213215
K210321,K213427
K113340,K213427
K182706,K222237
DEN170028,K222237
K203288,K222237
K202288,K222237
K220475,K222246
K100741,K213459
K170452,K213459
K161742,K213459
K120121,K213459
K051075,K213459
K133755,K222372
K222872,K222372
K182433,K222420
K182493,K222420
K121447,K220663
K141640,K222452
K183289,K220846
K180288,K220846
K220169,K221069
K163160,K221069
K213230,K222463
K213275,K222463
K163160,K221075
K152323,K221078
K152523,K221078
K211914,K222534
K191186,K221123
K053363,K221123
K200182,K222569
K200809,K221152
K214017,K222612
K081075,K221210
K220136,K222645
K203832,K222645
K121277,K222645
K113332,K222656
K090034,K221250
K000654,K221250
K161536,K221250
K051712,K221250
K063526,K221250
K193178,K222895
K211247,K222895
K393178,K222895
K202884,K221268
K210373,K222918
K180941,K222918
K212291,K222951
K172793,K222951
K151465,K222951
K070052,K222964
K190543,K222964
K203634,K222964
K152253,K221412
K113318,K221412
K181806,K221412
K110574,K221412
K161616,K222967
K180541,K222967
K162825,K222967
K191118,K222967
K220210,K222980
K222080,K222980
K220510,K223009
K201528,K223009
K210988,K223009
K210888,K223009
K210071,K223032
K153660,K223032
K189660,K223032
K181822,K223041
K210622,K223068
K153276,K223080
K173842,K223080
K171294,K223080
K183086,K223080
K182140,K223080
K090993,K223080
K131861,K223080
K172643,K223080
K170713,K223080
K173585,K223080
K152578,K223080
K161178,K223080
K202834,K223080
K171632,K223080
K211784,K223080
K123463,K223080
K081137,K223080
K090983,K223080
K032639,K223152
K042521,K223152
K110834,K223152
K181403,K223152
K152252,K223152
K152352,K223152
K221520,K223257
K223287,K223257
K212891,K223292
K190929,K213768
K133444,K213768
K170011,K213768
K200360,K213768
K143011,K220390
K163194,K220390
K150012,K220390
K133948,K220611
K201650,K220611
K133949,K220611
K190058,K220688
K170825,K220688
K190088,K220688
K220685,K220688
K181788,K220778
K201298,K220786
K172393,K220786
K141185,K220786
K130626,K220786
K213364,K220786
K201148,K220786
K182821,K221113
K132037,K221113
K210560,K221141
K132068,K221141
K003784,K221401
K100878,K221401
K936308,K221410
K211220,K221747
K133191,K221791
K123291,K221791
K160518,K221791
K122413,K221791
K211140,K222019
K180046,K222019
K222188,K222118
K221625,K222118
K181616,K222118
K191180,K222125
K090515,K222297
K200109,K222297
K200306,K222297
K141492,K222297
K150267,K222297
K090533,K222297
K200305,K222297
K200108,K222297
K141092,K222297
K111522,K222340
K180011,K222340
K222640,K222340
K050258,K222368
K063341,K222368
K050406,K222368
K142260,K222368
K173418,K222368
K073142,K222368
K050705,K222368
K182246,K222368
K013227,K222368
K072589,K222368
K023113,K222368
K022476,K222368
K222868,K222368
K142246,K222368
K172967,K222516
K141372,K222516
K083230,K222516
K151215,K222516
K180179,K222516
K091587,K222516
K191576,K222516
K190881,K222516
K192039,K212866
K292039,K212866
K221001,K222710
K171615,K222713
K190942,K222715
K120342,K222715
K192333,K222720
K133705,K213465
K161066,K213465
K182273,K213465
K173773,K213465
K083854,K213465
K155705,K213465
K133708,K213465
K203593,K223004
K051972,K223072
K210177,K223072
K202716,K223211
K203108,K223211
K212737,K223211
K142091,K223218
K142094,K223218
K220197,K223226
K193645,K223226
K203445,K223226
K193414,K223226
K111797,K223353
K051865,K223353
K225353,K223353
K222272,K223369
K180154,K211800
K161170,K213054
K193526,K213054
K201620,K213169
K153061,K213169
K131968,K213210
K215210,K213210
K201328,K213919
K213019,K213919
K180824,K220667
K161866,K220772
K203069,K220772
K161855,K220772
K193128,K220774
K061561,K220822
K163613,K220826
K200809,K220826
K192481,K220843
K211932,K220843
K122801,K220951
K170698,K220951
K183589,K220951
K220051,K220951
K151806,K221021
K200869,K221021
K141103,K221021
K092193,K221182
K171657,K221182
K113561,K221182
K172341,K221182
K150061,K221182
K133614,K221182
K013683,K221280
K192420,K221280
K171386,K221444
K162489,K221444
K171986,K221444
K181863,K221598
K162484,K221612
K161201,K221612
K202622,K221626
K191005,K221806
K202495,K221806
K210061,K221806
K201721,K221806
K201500,K221806
K172131,K221806
K013122,K221836
K202459,K221836
K191909,K221836
K132709,K221836
DEN200072,K221842
K193354,K221862
K192354,K221862
K200306,K222038
K973011,K222038
K973041,K222038
K203086,K222086
K111885,K222086
K162433,K222086
K160084,K222117
K192737,K222219
K213226,K222219
K182614,K222219
K200337,K222242
K222042,K222242
K020523,K222385
K222885,K222385
K211488,K222441
K180737,K222441
K200807,K222471
K192289,K222471
K200416,K222541
K153407,K222552
K132671,K222552
K222852,K222552
K192643,K222575
K211113,K222614
K180179,K222614
K183304,K222626
K183308,K222626
K014263,K222650
K190696,K222650
K193136,K222650
K193354,K222669
K199954,K222669
K082820,K222681
K160629,K222689
K192901,K222692
K182901,K222692
K201678,K222706
K140330,K222706
K201390,K222733
K091022,K222750
K222049,K222750
K161399,K222750
K191605,K222750
K192140,K222753
K162375,K222753
K180694,K222837
K180624,K222837
K162659,K222916
K221312,K222916
K213806,K223055
K223085,K223055
K133853,K223077
K101091,K223077
K222754,K223077
K123754,K223077
K192410,K223077
K994143,K223112
K213874,K223112
K182003,K223193
K193068,K223193
K193069,K223195
K182003,K223195
K050622,K223239
K223047,K223247
K221923,K223247
K120781,K223275
K171422,K223281
K200030,K223386
K171950,K223394
K212631,K223394
K223304,K223394
K212681,K223394
K200033,K223402
K150877,K223402
K160276,K223402
K060162,K223402
K210272,K223403
K193532,K223403
K210307,K223409
K210309,K223410
K225410,K223410
K210909,K223410
K213397,K223487
K162257,K223632
K223622,K223632
K173006,K212071
K201895,K212071
K964527,K212559
K991385,K212559
K033908,K212559
K943997,K212559
K001647,K212559
K191614,K212957
K170790,K213105
K141063,K213105
K120737,K213105
K170327,K213110
K120449,K213110
K211827,K213601
K061851,K213722
K163135,K213984
K161938,K213984
K100200,K214004
K100209,K214004
K170736,K214086
K172051,K220010
K171662,K220036
K973547,K220046
K180427,K220046
K142094,K220052
K142004,K220052
K173120,K220079
K192197,K220079
K212517,K220079
K093321,K220079
K161244,K220079
K152520,K220079
K201981,K220079
K140806,K220079
K162099,K220079
K202479,K220079
K163530,K220281
K042938,K220281
K101000,K220520
K220820,K220520
K183605,K220554
K190929,K220554
K220854,K220554
K113111,K220591
K042759,K220873
DEN080015,K220881
K082776,K220881
K151132,K220883
K152207,K220883
K130108,K220921
K143146,K220921
K220021,K220921
K202209,K220926
K202037,K220926
K220026,K220926
K220028,K220928
K151101,K221102
K181101,K221102
K133843,K221245
K211475,K221267
K011291,K221267
DEN170001,K221318
K203357,K221318
K209357,K221318
K190586,K221342
K014154,K221342
K102413,K221342
K041287,K221342
K191289,K221342
K151418,K221342
K203011,K221342
K151881,K221342
K124027,K221342
K983875,K221355
K193096,K221453
K211921,K221453
K222231,K221453
K170392,K221453
K200992,K221453
K051859,K221453
K203725,K221453
K170398,K221453
K221483,K221453
K193006,K221453
K170302,K221453
K211021,K221453
K123365,K221642
K203170,K221800
K190028,K221891
K180282,K221910
K063364,K221910
K143326,K221910
K192973,K222275
K222075,K222275
K222770,K222502
K222802,K222502
K211914,K222527
K153658,K222533
K161429,K222533
K143311,K222608
K210977,K222623
K221222,K222651
K200402,K222770
K180300,K222798
K227798,K222798
K203773,K222820
K170688,K222820
K203036,K222892
K222642,K222892
K212653,K223153
K094025,K223153
K133216,K223153
K171031,K223153
K100175,K223153
K214010,K223153
K133577,K223153
K132897,K223153
K142559,K223153
K171715,K223184
K182307,K223184
K131722,K223184
K203011,K223184
K200541,K223190
K212853,K223190
K190885,K223190
K212904,K223190
K201801,K223237
K211483,K223237
K223043,K223243
K223249,K223243
K153783,K223251
K210359,K223251
K220815,K223268
K211214,K223334
K225364,K223334
DEN180017,K223433
K228433,K223433
K212784,K223472
K181115,K223510
K220875,K223510
K220873,K223510
K073296,K202965
DEN170058,K210017
K003870,K211485
K470407,K211485
K061952,K212239
K181068,K213196
K152022,K213196
K122470,K213235
K182846,K213235
K200678,K213235
K183691,K213235
K190805,K213235
K143727,K213235
K173727,K213235
K150618,K213235
K173679,K213235
K151689,K213564
K200988,K213564
K151683,K213564
K162358,K213653
K190563,K213653
K202498,K213653
K221844,K213653
K160213,K213677
K191191,K213677
K191443,K213677
K191121,K213677
K213697,K213677
K983268,K213875
K192290,K213893
K172987,K213893
K031829,K214002
K150877,K214002
K160276,K214002
K043617,K214036
K200714,K214036
K183460,K214036
K191550,K214036
K200718,K214036
K120243,K214076
K110486,K220012
K203839,K220012
K210480,K220012
K110886,K220012
K210880,K220012
K220586,K220286
K172622,K220286
K173120,K220517
K192197,K220517
K212517,K220517
K152520,K220517
K200753,K220517
K182448,K220517
K181138,K220517
K140806,K220517
K162099,K220517
K220817,K220517
K162009,K220517
K162827,K220991
K220091,K220991
K935279,K221004
K202517,K221011
K160312,K221011
K173358,K221011
K113828,K221031
K090857,K221031
K171376,K221031
K142602,K221031
K930834,K221031
K171276,K221031
K142133,K221039
K060127,K221048
K172326,K221048
K071413,K221048
K181280,K221048
K221088,K221048
K150434,K221054
DEN160029,K221070
K193660,K221193
K213596,K221193
K203105,K221193
K203108,K221193
K043052,K221221
K143276,K221221
K061670,K221351
K180672,K221377
K200341,K221396
K203268,K221396
K181769,K221396
K173845,K221396
K133671,K221396
K221386,K221396
K203258,K221396
K060363,K221428
K153074,K221603
K211008,K221698
K162870,K221708
K121275,K221720
K210466,K221720
K210366,K221720
K182074,K221735
K132071,K221735
K221375,K221735
K162074,K221735
K214103,K221775
K191629,K221775
K201775,K221775
K193504,K221826
K173772,K221896
K132190,K221902
K170155,K221904
K141963,K221904
K173095,K221926
K103433,K221926
K200596,K221926
K214006,K221926
K180498,K221926
K212692,K221926
K040912,K222164
K211632,K222213
K183413,K222216
K133853,K222217
K222017,K222217
K222064,K222234
DEN210015,K222262
K191031,K222262
K201054,K222262
K201058,K222262
K201051,K222262
K200908,K222308
K222808,K222308
K073706,K222351
K222851,K222351
K210323,K222358
K202821,K222358
K111380,K222358
K180466,K222358
K192981,K222358
K222858,K222358
K202454,K222405
K191247,K222405
K202151,K222405
K202154,K222405
K141236,K222538
K141811,K222586
K951303,K222637
K951302,K222637
K010545,K222637
K040112,K222637
K272637,K222637
K182749,K222726
K193392,K222748
K220195,K222774
K161649,K222806
K170297,K222806
K172009,K222806
K072718,K222808
K203440,K222808
K182539,K222864
K130987,K222867
K220287,K222894
K182207,K222896
K173333,K222919
K152309,K222919
K193354,K222924
K222024,K222924
K123384,K223050
K162524,K223050
K103480,K223071
K212853,K223105
K173077,K223105
K211111,K223105
K153250,K223105
K212980,K223105
K191477,K223140
K181477,K223140
K040551,K223142
K110280,K223273
K150417,K223273
K180179,K223273
K211323,K223273
K211238,K223294
K223204,K223294
